school_name,city,state,zip_code,latitude,longitude,endowment_begin,endowment_end,endowment_diff
University of Sioux Falls,Sioux Falls,SD,57105-1699,43.531574,-96.738229,35393598,32006968,-3386630
Sisseton Wahpeton College,Sisseton,SD,57262,45.562731,-97.060835,1090053,1090553,500
Southeast Technical College,Sioux Falls,SD,57107-1301,43.570446,-96.780241,1622872,1364423,-258449
University of South Dakota,Vermillion,SD,57069-2390,42.786019,-96.925283,308697131,326822004,18124873
American Baptist College,Nashville,TN,37207-9980,36.202623,-86.789912,2719098,2429256,-289842
Austin Peay State University,Clarksville,TN,37044,36.533319,-87.354081,45295305,42838950,-2456355
Baptist Health Sciences University,Memphis,TN,38104,35.138415,-90.027501,65033040,75177752,10144712
Belmont University,Nashville,TN,37212-3757,36.135589,-86.794807,394634409,369312966,-25321443
Bethel University,McKenzie,TN,38201,36.137848,-88.516762,12847987,11860356,-987631
Bryan College-Dayton,Dayton,TN,37321,35.497209,-84.999552,9044994,7931305,-1113689
Carson-Newman University,Jefferson City,TN,37760,36.122934,-83.491709,71080042,65762662,-5317380
Chattanooga State Community College,Chattanooga,TN,37406-1097,35.100202,-85.237389,7270066,5927850,-1342216
Christian Brothers University,Memphis,TN,38104,35.127437,-89.983241,49827219,46210324,-3616895
Pentecostal Theological Seminary,Cleveland,TN,37311-3330,35.162528,-84.868326,20037353,20564858,527505
Cleveland State Community College,Cleveland,TN,37312,35.200103,-84.879284,5171514,5212494,40980
Columbia State Community College,Columbia,TN,38401,35.616757,-87.101917,11302392,12556082,1253690
Cumberland University,Lebanon,TN,37087,36.204514,-86.298782,15994545,16009174,14629
Lipscomb University,Nashville,TN,37204-3951,36.106253,-86.799791,104008186,102543919,-1464267
Dyersburg State Community College,Dyersburg,TN,38024-2411,36.047565,-89.390791,5173721,5416286,242565
East Tennessee State University,Johnson City,TN,37614,36.301643,-82.366954,98019567,87795284,-10224283
Fisk University,Nashville,TN,37208-4501,36.167087,-86.804805,33686483,31077545,-2608938
Welch College,Gallatin,TN,37066-8460,36.36719,-86.549153,4878527,4939387,60860
Freed-Hardeman University,Henderson,TN,38340-2399,35.440611,-88.637964,79574146,75524714,-4049432
Jackson State Community College,Jackson,TN,38301-3797,35.645571,-88.780005,1635814,1619640,-16174
John A Gupton College,Nashville,TN,37203-2954,36.156633,-86.7948,737641,844371,106730
Johnson University,Knoxville,TN,37998,35.937193,-83.750273,130370313,126645568,-3724745
King University,Bristol,TN,37620-2699,36.585309,-82.159421,37406380,37562390,156010
Lane College,Jackson,TN,38301-4598,35.627378,-88.806535,7360100,6436292,-923808
Le Moyne-Owen College,Memphis,TN,38126-6595,35.118641,-90.034101,15598623,13844823,-1753800
Lee University,Cleveland,TN,37311,35.166019,-84.871399,30674062,27776527,-2897535
Lincoln Memorial University,Harrogate,TN,37752-8231,36.578508,-83.660198,51220171,48282346,-2937825
The University of Tennessee Southern,Pulaski,TN,38478-2799,35.201019,-87.035661,0,260323,260323
Maryville College,Maryville,TN,37804-5907,35.751505,-83.964223,123094709,109333104,-13761605
Meharry Medical College,Nashville,TN,37208,36.165458,-86.807371,199433008,182183129,-17249879
University of Memphis,Memphis,TN,38152,35.118878,-89.938068,283977835,255276488,-28701347
Memphis Theological Seminary,Memphis,TN,38104,35.13311,-89.982653,15431427,14060434,-1370993
Middle Tennessee State University,Murfreesboro,TN,37132,35.848005,-86.360618,139425465,126863487,-12561978
Motlow State Community College,Tullahoma,TN,37388,35.365903,-86.299184,9721608,8354618,-1366990
Nashville State Community College,Nashville,TN,37209-4515,36.134857,-86.857342,4739,4739,0
Rhodes College,Memphis,TN,38112-1690,35.154405,-89.990803,431792843,394337368,-37455475
Roane State Community College,Harriman,TN,37748,35.880911,-84.620051,15365584,15410205,44621
Southwest Tennessee Community College,Memphis,TN,38134,35.161335,-89.86634,2048414,1766057,-282357
The University of the South,Sewanee,TN,37383-1000,35.204719,-85.920179,519143301,439971156,-79172145
Pellissippi State Community College,Knoxville,TN,37933-0990,35.948303,-84.166504,15474053,13271528,-2202525
Southern Adventist University,Collegedale,TN,37315-0370,35.048254,-85.052088,60719730,57796566,-2923164
Southern College of Optometry,Memphis,TN,38104-2211,35.138252,-90.019856,42463686,36885037,-5578649
Tennessee Wesleyan University,Athens,TN,37303,35.446331,-84.592728,15360027,15313778,-46249
The University of Tennessee-Chattanooga,Chattanooga,TN,37403-2598,35.047519,-85.300247,219399644,195118564,-24281080
The University of Tennessee-Knoxville,Knoxville,TN,37996,35.952082,-83.925852,1031893446,1000884291,-31009155
The University of Tennessee-Martin,Martin,TN,38238,36.340338,-88.864211,51015929,51881379,865450
Tennessee State University,Nashville,TN,37209-1561,36.166321,-86.828275,90946312,92159036,1212724
Tennessee Technological University,Cookeville,TN,38505-0001,36.174754,-85.504039,96258925,85351963,-10906962
Trevecca Nazarene University,Nashville,TN,37210,36.141324,-86.754238,41288890,41847051,558161
Northeast State Community College,Blountville,TN,37617-0246,36.484961,-82.408885,15410295,13714351,-1695944
Tusculum University,Greeneville,TN,37743,36.172435,-82.760818,25772578,20293230,-5479348
Union University,Jackson,TN,38305-3697,35.676896,-88.858524,54636525,50616906,-4019619
Vanderbilt University,Nashville,TN,37240,36.14659,-86.803369,10928512332,10206067257,-722445075
Volunteer State Community College,Gallatin,TN,37066-3188,36.362518,-86.497127,7751841,6356681,-1395160
Walters State Community College,Morristown,TN,37813-6899,36.213179,-83.262503,18065441,16835154,-1230287
William R Moore College of Technology,Memphis,TN,38104-7240,35.144855,-90.020138,8579491,6896341,-1683150
Abilene Christian University,Abilene,TX,79699,32.468943,-99.709797,621200594,680275605,59075011
Alvin Community College,Alvin,TX,77511-4898,29.396244,-95.240671,4555398,4032525,-522873
Amarillo College,Amarillo,TX,79109,35.187839,-101.846988,5292644,4825932,-466712
Amberton University,Garland,TX,75041-5595,32.859931,-96.65302,51764222,48445590,-3318632
Angelina College,Lufkin,TX,75902-1768,31.287444,-94.731625,10651213,9465660,-1185553
Angelo State University,San Angelo,TX,76909,31.440914,-100.465051,222128318,228528638,6400320
Austin College,Sherman,TX,75090-4400,33.646345,-96.596331,184772455,158325617,-26446838
Austin Community College District,Austin,TX,78752,30.322744,-97.712505,12583835,12655671,71836
Austin Presbyterian Theological Seminary,Austin,TX,78705-5711,30.29201,-97.736958,161209260,141587592,-19621668
Baptist Missionary Association Theological Seminary,Jacksonville,TX,75766-5407,31.978961,-95.255524,1612129,1637020,24891
Baylor College of Medicine,Houston,TX,77030-3498,29.7106,-95.395743,1667661422,1467200049,-200461373
Baylor University,Waco,TX,76798,31.546872,-97.121041,1829449000,1993617000,164168000
Coastal Bend College,Beeville,TX,78102,28.435194,-97.755896,574061,577656,3595
Blinn College District,Brenham,TX,77833-4098,30.160457,-96.40852,32305742,27775380,-4530362
Brazosport College,Lake Jackson,TX,77566,29.048604,-95.40934,15876602,17647883,1771281
Central Texas College,Killeen,TX,76549-4199,31.120516,-97.810827,14155695,12018414,-2137281
Cisco College,Cisco,TX,76437,32.401132,-98.985206,1573699,1580391,6692
Clarendon College,Clarendon,TX,79226,34.944558,-100.902421,3699509,3064320,-635189
Concordia University Texas,Austin,TX,78726,30.420232,-97.835703,30815188,26480089,-4335099
North Central Texas College,Gainesville,TX,76240-4699,33.6188,-97.1658,13657976,13181428,-476548
Texas A & M University-Corpus Christi,Corpus Christi,TX,78412-5503,27.713723,-97.32395,24660452,21275659,-3384793
Dallas Baptist University,Dallas,TX,75211-9299,32.710017,-96.947006,66791484,66791021,-463
Dallas Christian College,Dallas,TX,75234-7299,32.913692,-96.887117,414801,365674,-49127
Dallas Theological Seminary,Dallas,TX,75204,32.795361,-96.780497,65520168,62025318,-3494850
University of Dallas,Irving,TX,75062-4736,32.846221,-96.919512,98445000,92419000,-6026000
Del Mar College,Corpus Christi,TX,78404-3897,27.763619,-97.40762,32893069,28899613,-3993456
East Texas Baptist University,Marshall,TX,75670-1498,32.557847,-94.374488,86853820,83880235,-2973585
Texas A&M University-Texarkana,Texarkana,TX,75503,33.490482,-94.103617,12423736,11565632,-858104
Texas A & M University-Commerce,Commerce,TX,75429-3011,33.242112,-95.904579,39035847,34196610,-4839237
El Paso Community College,El Paso,TX,79925-6507,31.773359,-106.373616,782652,788404,5752
Episcopal Theological Seminary of the Southwest,Austin,TX,78705,30.293092,-97.732652,46264527,42086354,-4178173
Frank Phillips College,Borger,TX,79008-5118,35.657778,-101.406005,2556231,2251796,-304435
Grayson College,Denison,TX,75020-8299,33.70574,-96.633891,15682868,14599433,-1083435
Hardin-Simmons University,Abilene,TX,79698-0001,32.476434,-99.73564,214792367,200754526,-14037841
Trinity Valley Community College,Athens,TX,75751,32.196596,-95.858513,7341946,6835341,-506605
Hill College,Hillsboro,TX,76645,32.010928,-97.088332,11671688,13480466,1808778
Houston Baptist University,Houston,TX,77074-3298,29.693819,-95.515954,132390291,131245434,-1144857
University of Houston-Clear Lake,Houston,TX,77058-1002,29.582523,-95.098129,38663636,33886456,-4777180
Houston Community College,Houston,TX,77002,29.742114,-95.377319,10555055,10814834,259779
University of Houston-Downtown,Houston,TX,77002-1014,29.7661,-95.359338,62538740,55453031,-7085709
University of Houston-Victoria,Victoria,TX,77901,28.816248,-96.976334,23070394,20342429,-2727965
University of Houston,Houston,TX,77204-2018,29.720393,-95.343537,1235974639,1106417765,-129556874
Howard College,Big Spring,TX,79720,32.252292,-101.450104,7301505,6621070,-680435
Howard Payne University,Brownwood,TX,76801-2794,31.716467,-98.985204,66310962,64574047,-1736915
Huston-Tillotson University,Austin,TX,78702-2795,30.264667,-97.721691,14022548,11284536,-2738012
University of the Incarnate Word,San Antonio,TX,78209,29.46708,-98.46583,174507284,170836368,-3670916
Jacksonville College-Main Campus,Jacksonville,TX,75766-4759,31.965846,-95.281311,1287062,1223849,-63213
Jarvis Christian University,Hawkins,TX,75765-1470,32.587942,-95.181513,8330391,12073160,3742769
Kilgore College,Kilgore,TX,75662-3299,32.377821,-94.871468,27613356,21898658,-5714698
Lamar University,Beaumont,TX,77705,30.042738,-94.072244,160527634,147481501,-13046133
Lamar State College-Orange,Orange,TX,77630,30.0922,-93.732235,6424096,5309203,-1114893
Laredo College,Laredo,TX,78040-4395,27.506477,-99.520772,3317509,3355185,37676
Texas A & M International University,Laredo,TX,78041-1900,27.571172,-99.436043,110479044,93967070,-16511974
Lee College,Baytown,TX,77520,29.732505,-94.978184,383350,385292,1942
LeTourneau University,Longview,TX,75602,32.46632,-94.726394,28532915,25621542,-2911373
Lubbock Christian University,Lubbock,TX,79407-2099,33.575973,-101.934426,31779688,31658132,-121556
College of the Mainland,Texas City,TX,77591-2499,29.39581,-94.999602,3078976,2695380,-383596
University of Mary Hardin-Baylor,Belton,TX,76513-2599,31.066793,-97.463471,117597212,116690283,-906929
McLennan Community College,Waco,TX,76708,31.58947,-97.171228,12316797,12579159,262362
McMurry University,Abilene,TX,79697,32.429776,-99.748682,114332125,104252941,-10079184
Midland College,Midland,TX,79705,32.029646,-102.106153,62800544,55502972,-7297572
Midwestern State University,Wichita Falls,TX,76308-2099,33.874809,-98.519386,105015304,93439610,-11575694
Navarro College,Corsicana,TX,75110,32.076061,-96.498731,5033818,4272901,-760917
Lone Star College System,The Woodlands,TX,77381-4399,30.18737,-95.488103,20401106,21448811,1047705
University of North Texas,Denton,TX,76203-1277,33.211178,-97.148422,273651514,246827932,-26823582
Northeast Texas Community College,Mount Pleasant,TX,75455,33.104931,-94.881855,8437375,7893516,-543859
Oblate School of Theology,San Antonio,TX,78216-6693,29.505434,-98.503113,35391701,34526405,-865296
Odessa College,Odessa,TX,79764,31.866812,-102.383477,15335779,22130903,6795124
Our Lady of the Lake University,San Antonio,TX,78207-4689,29.426194,-98.54365,36077782,38048551,1970769
The University of Texas Rio Grande Valley,Edinburg,TX,78539-2999,26.306759,-98.173567,134052305,128687783,-5364522
Texas Southmost College,Brownsville,TX,78520,25.899628,-97.492241,230342,169698,-60644
Panola College,Carthage,TX,75633-2397,32.156214,-94.356355,13780345,12125407,-1654938
Paris Junior College,Paris,TX,75460,33.650929,-95.529177,28857205,30713875,1856670
Paul Quinn College,Dallas,TX,75241,32.678837,-96.755778,4976700,4180517,-796183
Prairie View A & M University,Prairie View,TX,77446,30.092425,-95.989475,148586258,135757938,-12828320
Rice University,Houston,TX,77005-1827,29.717897,-95.402035,8080292000,7844941000,-235351000
Saint Edward's University,Austin,TX,78704-6489,30.229618,-97.754998,140346078,125862859,-14483219
University of St Thomas,Houston,TX,77006-4696,29.736438,-95.393102,144057679,130278297,-13779382
Sam Houston State University,Huntsville,TX,77340,30.714738,-95.546205,163021390,149169282,-13852108
San Jacinto Community College,Pasadena,TX,77505,29.660032,-95.114677,8640136,25204249,16564113
Schreiner University,Kerrville,TX,78028-5697,30.031458,-99.130586,89855989,81169308,-8686681
St. Mary's University,San Antonio,TX,78228,29.453244,-98.562778,251418189,233509022,-17909167
South Plains College,Levelland,TX,79336,33.575904,-102.365075,31004720,27964295,-3040425
South Texas College of Law Houston,Houston,TX,77002-7006,29.753171,-95.36455,53881159,53800590,-80569
Southern Methodist University,Dallas,TX,75275-0221,32.843612,-96.783365,2069879000,2022673000,-47206000
Southwest Texas Junior College,Uvalde,TX,78801-6297,29.219671,-99.741237,2208119,2225540,17421
Southwestern Assemblies of God University,Waxahachie,TX,75165,32.40443,-96.853492,12300779,13573563,1272784
Southwestern University,Georgetown,TX,78626,30.634341,-97.665738,364860834,366389813,1528979
Stephen F Austin State University,Nacogdoches,TX,75961,31.621056,-94.64908,120597192,110807202,-9789990
Texas State University,San Marcos,TX,78666,29.888885,-97.943029,299205866,334120596,34914730
Southwestern Adventist University,Keene,TX,76059,32.397617,-97.32702,22260333,21692471,-567862
Sul Ross State University,Alpine,TX,79832,30.363139,-103.651469,26201887,23837014,-2364873
Tarleton State University,Stephenville,TX,76401-0000,32.217805,-98.219039,87891668,83786985,-4104683
Temple College,Temple,TX,76504-7435,31.070715,-97.350471,8467583,7328630,-1138953
University of Texas Southwestern Medical Center,Dallas,TX,75390-9096,32.812307,-96.841156,2224717538,2102327838,-122389700
The University of Texas Health Science Center at San Antonio,San Antonio,TX,78229-3900,29.508107,-98.575655,845441906,773466800,-71975106
The University of Texas Medical Branch at Galveston,Galveston,TX,77555-0129,29.310758,-94.775956,841976299,779202807,-62773492
Texarkana College,Texarkana,TX,75599,33.441868,-94.078,14914327,14515564,-398763
Texas A & M University-Kingsville,Kingsville,TX,78363,27.525168,-97.882387,149059964,125092998,-23966966
Texas A & M University-College Station,College Station,TX,77843-1246,30.618726,-96.336475,16895619110,17219500588,323881478
The University of Texas at Arlington,Arlington,TX,76013,32.729718,-97.11296,220586002,203134018,-17451984
The University of Texas at Austin,Austin,TX,78705,30.282825,-97.738273,6018159908,5625135885,-393024023
The University of Texas at Dallas,Richardson,TX,75080-3021,32.984673,-96.749702,768751164,742548896,-26202268
The University of Texas at El Paso,El Paso,TX,79968-0691,31.77015,-106.504098,364698907,353327003,-11371904
The University of Texas at Tyler,Tyler,TX,75799-6699,32.315772,-95.254337,203826632,188714671,-15111961
Texas Chiropractic College Foundation Inc,Pasadena,TX,77505-1699,29.663702,-95.150135,5748171,5160220,-587951
Texas Christian University,Fort Worth,TX,76129,32.70961,-97.364758,2001837000,2440718000,438881000
Texas College,Tyler,TX,75702,32.37456,-95.312454,8199889,7430836,-769053
University of North Texas Health Science Center,Fort Worth,TX,76107-2699,32.749907,-97.369138,115575244,109052057,-6523187
Texas Lutheran University,Seguin,TX,78155-5999,29.573261,-97.982669,110930016,102240096,-8689920
The University of Texas Permian Basin,Odessa,TX,79762-0001,31.889509,-102.329634,70284307,63970248,-6314059
The University of Texas at San Antonio,San Antonio,TX,78249-1644,29.583709,-98.620657,277371781,264163030,-13208751
Texas Southern University,Houston,TX,77004,29.721046,-95.361113,85740147,75543963,-10196184
Texas Tech University,Lubbock,TX,79409-5005,33.583448,-101.874783,940613392,953209330,12595938
Texas Wesleyan University,Fort Worth,TX,76105-1536,32.732962,-97.279613,73607396,73285787,-321609
Texas Woman's University,Denton,TX,76204,33.226211,-97.127842,110275037,100343890,-9931147
Trinity University,San Antonio,TX,78212-7200,29.462682,-98.48186,1725053106,1726467724,1414618
The University of Texas Health Science Center at Houston,Houston,TX,77030,29.702873,-95.403183,853512436,899272216,45759780
Texas Tech University Health Sciences Center,Lubbock,TX,79430,33.589284,-101.891915,265622539,260758825,-4863714
Tyler Junior College,Tyler,TX,75701,32.33601,-95.284122,98031086,85808381,-12222705
Vernon College,Vernon,TX,76384-4092,34.159298,-99.319094,7585048,5177598,-2407450
Victoria College,Victoria,TX,77901,28.816446,-96.979226,19839377,20023232,183855
Wayland Baptist University,Plainview,TX,79072,34.187677,-101.730042,95013405,92634703,-2378702
Weatherford College,Weatherford,TX,76086-5699,32.74133,-97.792629,12278673,10640373,-1638300
West Texas A & M University,Canyon,TX,79016-0001,34.982789,-101.914736,121316104,111242804,-10073300
Wharton County Junior College,Wharton,TX,77488,29.3238,-96.085815,13473179,12304435,-1168744
Wiley College,Marshall,TX,75670,32.537641,-94.376814,7462483,7554612,92129
Brigham Young University,Provo,UT,84602,40.250851,-111.649281,2554271000,3123969000,569698000
Brigham Young University-Hawaii,Laie,HI,96762-1294,21.642074,-157.926586,188220000,229633000,41413000
Utah Tech University,Saint George,UT,84770-3876,37.102769,-113.565903,19342141,17505730,-1836411
Ensign College,Salt Lake City,UT,84101-3500,40.77113,-111.9002,20593073,27952925,7359852
Snow College,Ephraim,UT,84627,39.360177,-111.58296,13689383,17574443,3885060
Southern Utah University,Cedar City,UT,84720,37.674617,-113.070146,38816868,33517548,-5299320
Utah State University,Logan,UT,84322-1400,41.740748,-111.81391,522949924,532367445,9417521
Utah Valley University,Orem,UT,84058-5999,40.281078,-111.716456,73203306,84136334,10933028
Salt Lake Community College,Salt Lake City,UT,84123,40.671575,-111.942809,9293905,9858478,564573
University of Utah,Salt Lake City,UT,84112-9008,40.762484,-111.846044,1362088000,1360642000,-1446000
Weber State University,Ogden,UT,84408-1001,41.192591,-111.944845,203630739,193290410,-10340329
Westminster College,Salt Lake City,UT,84105,40.730779,-111.855757,95921030,80307609,-15613421
Bennington College,Bennington,VT,05201-6003,42.919547,-73.237799,40196905,36022212,-4174693
Champlain College,Burlington,VT,05401,44.473287,-73.202746,29685138,25253711,-4431427
Goddard College,Plainfield,VT,05667-9432,44.279087,-72.438388,845266,751629,-93637
Middlebury College,Middlebury,VT,05753,44.009117,-73.176068,1337235885,1298479080,-38756805
Norwich University,Northfield,VT,05663-1035,44.140237,-72.659783,328087000,283445000,-44642000
Saint Michael's College,Colchester,VT,05439,44.494558,-73.167069,103032651,94359408,-8673243
SIT Graduate Institute,Brattleboro,VT,05302-0676,42.891035,-72.56738,49094884,42525979,-6568905
Sterling College,Craftsbury Common,VT,05827-0072,44.65225,-72.382372,1248156,1065705,-182451
Vermont Law and Graduate School,South Royalton,VT,05068-0096,43.821406,-72.520919,12580248,11163503,-1416745
University of Vermont,Burlington,VT,05405-0160,44.477325,-73.196646,731031000,761013000,29982000
Averett University,Danville,VA,24541,36.577287,-79.413203,31001823,26654790,-4347033
Blue Ridge Community College,Weyers Cave,VA,24486-0080,38.279075,-78.937471,11915306,11190735,-724571
Bluefield University,Bluefield,VA,24605,37.244557,-81.246233,7687411,6707650,-979761
Bridgewater College,Bridgewater,VA,22812-1599,38.378484,-78.969007,122095181,97906051,-24189130
William & Mary,Williamsburg,VA,23187-8795,37.269489,-76.708214,1278379747,1301722385,23342638
Regent University,Virginia Beach,VA,23464,36.801173,-76.194627,95884000,100448000,4564000
Central Virginia Community College,Lynchburg,VA,24502-2498,37.358809,-79.184238,2123757,1797421,-326336
Christopher Newport University,Newport News,VA,23606-3072,37.062495,-76.494364,57598862,52297374,-5301488
Mountain Gateway Community College,Clifton Forge,VA,24422-1000,37.812275,-79.852536,7171888,8421678,1249790
Danville Community College,Danville,VA,24541-4004,36.565286,-79.408803,13461687,11813910,-1647777
Eastern Virginia Medical School,Norfolk,VA,23507,36.860042,-76.302131,152680071,137625711,-15054360
Emory & Henry College,Emory,VA,24327-0947,36.772857,-81.829142,115283706,98986442,-16297264
Eastern Mennonite University,Harrisonburg,VA,22802-2462,38.471134,-78.880326,42404887,38137881,-4267006
Eastern Shore Community College,Melfa,VA,23410,37.639652,-75.751129,1172319,1331733,159414
Ferrum College,Ferrum,VA,24088-9000,36.926431,-80.020614,66212284,58232586,-7979698
George Mason University,Fairfax,VA,22030-4444,38.83195,-77.307063,172997815,142352154,-30645661
Germanna Community College,Locust Grove,VA,22508-2102,38.375532,-77.78012,3940805,4323252,382447
Hampden-Sydney College,Hampden-Sydney,VA,23943-0128,37.240615,-78.464216,246892981,242130846,-4762135
Hampton University,Hampton,VA,23668-0099,37.019944,-76.339161,379992219,350863695,-29128524
Hollins University,Roanoke,VA,24020,37.354201,-79.943277,219546685,214659371,-4887314
J Sargeant Reynolds Community College,Richmond,VA,23228-2327,37.636837,-77.473918,16548721,14332507,-2216214
James Madison University,Harrisonburg,VA,22807,38.436311,-78.870484,154689476,123393340,-31296136
Brightpoint Community College,Chester,VA,23831-5316,37.346254,-77.407919,7975433,6873080,-1102353
Liberty University,Lynchburg,VA,24515,37.350232,-79.18222,2156598596,2169446963,12848367
Longwood University,Farmville,VA,23909,37.297975,-78.396987,90505276,104979588,14474312
Laurel Ridge Community College,Middletown,VA,22645,39.036001,-78.267336,11400345,8830314,-2570031
University of Lynchburg,Lynchburg,VA,24501-3113,37.399774,-79.181653,146838070,142176447,-4661623
Centra College,Lynchburg,VA,24501,37.4051,-79.174101,215999,204534,-11465
Mary Baldwin University,Staunton,VA,24401,38.153884,-79.069273,34159280,33702836,-456444
University of Mary Washington,Fredericksburg,VA,22401-5300,38.302492,-77.476055,69460911,60429775,-9031136
Marymount University,Arlington,VA,22207-4299,38.905562,-77.128785,58426313,49328676,-9097637
Mountain Empire Community College,Big Stone Gap,VA,24219,36.854421,-82.758277,30573624,33912697,3339073
New River Community College,Dublin,VA,24084-3660,37.105239,-80.69605,17671312,20019766,2348454
Sentara College of Health Sciences,Chesapeake,VA,23320,36.777043,-76.243308,1533428,1494054,-39374
Norfolk State University,Norfolk,VA,23504-8000,36.848429,-76.261375,34000715,81543353,47542638
Northern Virginia Community College,Annandale,VA,22003-3796,38.833361,-77.236718,11950324,10197476,-1752848
Old Dominion University,Norfolk,VA,23529,36.886418,-76.30666,313978428,311896044,-2082384
Patrick & Henry Community College,Martinsville,VA,24112,36.737893,-79.871133,10341186,9944995,-396191
Paul D Camp Community College,Franklin,VA,23851,36.674527,-76.93757,706694,670849,-35845
Piedmont Virginia Community College,Charlottesville,VA,22902-7589,38.006895,-78.483707,14884463,18716750,3832287
Radford University,Radford,VA,24142,37.136907,-80.549728,72833373,64900486,-7932887
Randolph-Macon College,Ashland,VA,23005-5505,37.76043,-77.478416,224352996,203175738,-21177258
Randolph College,Lynchburg,VA,24503-1555,37.437315,-79.171887,200537000,188011000,-12526000
Rappahannock Community College,Glenns,VA,23149-2616,37.564425,-76.623913,17152995,14773310,-2379685
Richard Bland College,South Prince George,VA,23805-7100,37.156972,-77.399932,8571067,6964073,-1606994
Bon Secours Memorial College of Nursing,Richmond,VA,23227-1149,37.646698,-77.433569,331290,495506,164216
University of Richmond,University of Richmond,VA,23173,37.577393,-77.538806,3351493000,3153393000,-198100000
Roanoke College,Salem,VA,24153-3794,37.294861,-80.055467,182641560,159678868,-22962692
Shenandoah University,Winchester,VA,22601-5195,39.167355,-78.157433,83798963,71885957,-11913006
Southern Virginia University,Buena Vista,VA,24416,37.740368,-79.35037,1962493,1665438,-297055
Southside Virginia Community College,Alberta,VA,23821,36.839066,-77.917962,4572970,3550220,-1022750
Southwest Virginia Community College,Cedar Bluff,VA,24609,37.006196,-81.796682,2932220,3133055,200835
Sweet Briar College,Sweet Briar,VA,24595-9998,37.556725,-79.081014,78473388,68209620,-10263768
Virginia Peninsula Community College,Hampton,VA,23666,37.063821,-76.420046,8513587,7404026,-1109561
Tidewater Community College,Norfolk,VA,23510,36.85009,-76.291376,3274089,3279580,5491
Union Presbyterian Seminary,Richmond,VA,23227,37.578928,-77.449314,189190505,161457632,-27732873
University of Virginia's College at Wise,Wise,VA,24293-4400,36.970602,-82.559656,170379954,159077648,-11302306
Virginia Highlands Community College,Abingdon,VA,24212-0828,36.698866,-82.001118,4091949,2493590,-1598359
Virginia Polytechnic Institute and State University,Blacksburg,VA,24061-0131,37.229012,-80.423675,1680300000,1675200000,-5100000
Virginia Western Community College,Roanoke,VA,24015,37.245029,-79.973011,20271524,23304485,3032961
Virginia Commonwealth University,Richmond,VA,23284-2512,37.54962,-77.452697,2729638656,2408531845,-321106811
University of Virginia-Main Campus,Charlottesville,VA,22903-2628,38.035665,-78.503428,10366577975,9703267510,-663310465
Virginia Military Institute,Lexington,VA,24450-0304,37.7896,-79.437067,703027853,661475133,-41552720
Virginia University of Lynchburg,Lynchburg,VA,24501,37.395187,-79.151615,1576798,2789133,1212335
Virginia State University,Petersburg,VA,23806,37.234692,-77.419026,100222934,78114593,-22108341
Virginia Union University,Richmond,VA,23220,37.562405,-77.450903,37968398,28957923,-9010475
Virginia Wesleyan University,Virginia Beach,VA,23455,36.868417,-76.18606,72822806,115895125,43072319
Washington and Lee University,Lexington,VA,24450-2116,37.788939,-79.443018,2092420000,1998334000,-94086000
Wytheville Community College,Wytheville,VA,24382-3308,36.95731,-81.071181,7364621,7839407,474786
Bellevue College,Bellevue,WA,98007-6484,47.584014,-122.150118,15038652,13438887,-1599765
Bellingham Technical College,Bellingham,WA,98225-1599,48.766189,-122.51216,4476845,3975180,-501665
Big Bend Community College,Moses Lake,WA,98837-3299,47.183651,-119.325678,4089242,2853143,-1236099
Central Washington University,Ellensburg,WA,98926,47.002687,-120.538368,50500435,47545176,-2955259
Centralia College,Centralia,WA,98531-4099,46.715017,-122.960591,15821925,13143501,-2678424
City University of Seattle,Seattle,WA,98121,47.617381,-122.344594,3656439,594672,-3061767
Clark College,Vancouver,WA,98663-3598,45.636133,-122.651257,81478949,74020131,-7458818
Clover Park Technical College,Lakewood,WA,98499-4004,47.176084,-122.497873,1986246,1829587,-156659
Columbia Basin College,Pasco,WA,99301,46.25216,-119.12103,22178863,21955172,-223691
Cornish College of the Arts,Seattle,WA,98121,47.618174,-122.336238,10898426,10761936,-136490
Eastern Washington University,Cheney,WA,99004-2496,47.490667,-117.583808,44545298,38392357,-6152941
Edmonds College,Lynnwood,WA,98036-5912,47.816376,-122.327598,3124111,3269110,144999
Everett Community College,Everett,WA,98201,48.006626,-122.204736,5180412,4663403,-517009
The Evergreen State College,Olympia,WA,98505-0001,47.07382,-122.977492,23186572,21464164,-1722408
Pierce College District,Lakewood,WA,98498-1999,47.172082,-122.570935,801741,4910563,4108822
Gonzaga University,Spokane,WA,99258-0001,47.666531,-117.400625,429174000,439480000,10306000
Grays Harbor College,Aberdeen,WA,98520-7599,46.953881,-123.803068,15225952,13001696,-2224256
Green River College,Auburn,WA,98092-3622,47.313648,-122.175819,24650463,21876480,-2773983
Heritage University,Toppenish,WA,98948,46.3748,-120.394972,34410762,31167146,-3243616
Bastyr University,Kenmore,WA,98028-4966,47.729935,-122.251708,4319324,4079424,-239900
Bates Technical College,Tacoma,WA,98405,47.251743,-122.44683,3214480,3004373,-210107
Lake Washington Institute of Technology,Kirkland,WA,98034-8506,47.705077,-122.167131,502404,479871,-22533
Lower Columbia College,Longview,WA,98632,46.14214,-122.935928,18541666,16615693,-1925973
North Seattle College,Seattle,WA,98103-3599,47.698408,-122.333584,6684047,6057578,-626469
Northwest University,Kirkland,WA,98083-0579,47.657945,-122.192763,11497000,11177000,-320000
